iter	Passed	Remaining
172	50445	1115921
173	50785	1116686
174	51168	1118388
175	51494	1118838
176	51869	1120333
177	52223	1121330
178	52573	1122249
179	52960	1123936
180	53342	1125495
181	53676	1126020
182	54099	1128393
183	54558	1131488
184	55101	1136282
185	55557	1139237
186	56021	1142307
187	56460	1144833
188	56845	1146234
189	57278	1148593
190	57776	1152206
191	58253	1155357
192	58632	1156541
193	59036	1158218
194	59479	1160614
195	59914	1162825
196	60312	1164301
197	60705	1165662
198	61021	1165538
199	61489	1168294
200	61958	1171043
201	62381	1172903
202	62769	1174072
203	63113	1174407
204	63466	1174912
205	63851	1175987
206	64219	1176737
207	64634	1178330
208	64967	1178435
209	65306	1178634
210	65699	1179783
211	66069	1180521
212	66458	1181586
213	66919	1183912
214	67270	1184274
215	67713	1186239
216	68195	1188856
217	68639	1190809
218	69073	1192550
219	69557	1195130
220	69960	1196290
221	70355	1197317
222	70710	1197632
223	71130	1199063
224	71537	1200233
225	71840	1199672
226	72173	1199609
227	72506	1199530
228	72807	1198942
229	73202	1199885
230	73620	1201190
231	74010	1202033
232	74366	1202313
233	74751	1203056
234	75118	1203487
235	75458	1203498
236	75786	1203304
237	76134	1203430
238	76429	1202730
239	76708	1201764
240	76974	1200617
241	77365	1201397
242	77731	1201793
243	77995	1200618
244	78288	1199892
245	78628	1199888
246	78931	1199305
247	79231	1198701
248	79511	1197783
249	79767	1196506
250	80091	1196263
251	80387	1195607
252	80695	1195122
253	81048	1195299
254	81353	1194782
255	81669	1194411
256	82013	1194455
257	82312	1193848
258	82570	1192644
259	82850	1191771
260	83224	1192241
261	83563	1192212
262	83945	1192793
263	84265	1192488
264	84573	1192002
265	84921	1192088
266	85278	1192304
267	85552	1191343
268	85882	1191184
269	86182	1190589
270	86609	1191757
271	86929	1191444
272	87234	1190927
273	87602	1191263
274	87936	1191137
275	88269	1190995
276	88577	1190515
277	88875	1189903
278	89193	1189561
279	89513	1189257
280	89755	1187899
281	90041	1187136
282	90328	1186401
283	90721	1187043
284	91044	1186775
285	91402	1186951
286	91698	1186329
287	92053	1186463
288	92362	1186008
289	92707	1186015
290	93029	1185720
291	93329	1185159
292	93655	1184920
293	93997	1184874
294	94330	1184727
295	94670	1184663
296	94957	1183934
297	95231	1183041
298	95495	1182039
299	95789	1181400
300	96064	1180535
301	96378	1180152
302	96667	1179467
303	96987	1179167
304	97326	1179081
305	97595	1178159
306	97864	1177238
307	98215	1177310
308	98536	1177019
309	98859	1176750
310	99188	1176545
311	99497	1176116
312	99795	1175541
313	100061	1174608
314	100297	1173319
315	100563	1172390
316	100824	1171407
317	101107	1170679
318	101402	1170105
319	101685	1169379
320	101921	1168128
321	102171	1167034
322	102406	1165784
323	102677	1164948
324	102933	1163939
325	103173	1162759
326	103454	1162044
327	103730	1161274
328	104003	1160479
329	104331	1160296
330	104645	1159954
331	104972	1159759
332	105289	1159446
333	105603	1159106
334	105865	1158201
335	106138	1157411
336	106392	1156425
337	106633	1155301
338	106921	1154693
339	107178	1153748
340	107441	1152872
341	107756	1152555
342	108091	1152449
343	108352	1151559
344	108599	1150530
345	108881	1149859
346	109175	1149331
347	109741	1151660
348	110038	1151146
349	110288	1150147
350	110607	1149874
351	110893	1149259
352	111217	1149035
353	111499	1148384
354	111817	1148096
355	112114	1147602
356	112427	1147261
357	112749	1147024
358	113084	1146913
359	113381	1146407
360	113690	1146042
361	114029	1145969
362	114349	1145697
363	114752	1146262
364	115106	1146338
365	115491	1146715
366	115786	1146188
367	116147	1146327
368	116459	1145972
369	116898	1146868
370	117372	1148101
371	117792	1148789
372	118157	1148948
373	118632	1150162
374	119079	1151106
375	119549	1152254
376	120235	1155475
377	120933	1158786
378	121456	1160404
379	121928	1161530
380	122450	1163115
381	122891	1163930
382	123404	1165411
383	124227	1169806
384	124883	1172606
385	125436	1174419
386	125912	1175504
387	126341	1176148
388	126757	1176663
389	127309	1178428
390	127707	1178765
391	128273	1180640
392	128955	1183565
393	129444	1184715
394	129980	1186277
395	130635	1188912
396	131235	1191034
397	132326	1197588
398	133113	1201362
399	133624	1202617
400	134374	1206017
401	135063	1208853
402	135745	1211606
403	136513	1215109
404	137321	1218935
405	137939	1221071
406	138524	1222897
407	139280	1226216
408	139966	1228901
409	140589	1231018
410	141359	1234399
411	142026	1236874
412	142752	1239837
413	143360	1241769
414	143980	1243787
415	144684	1246510
416	145260	1248124
417	145756	1249043
418	146445	1251603
419	147298	1255544
420	147959	1257831
421	148506	1259136
422	149031	1260249
423	149535	1261172
424	149997	1261744
425	150448	1262215
426	150881	1262529
427	151302	1262736
428	151639	1262250
429	152010	1262040
430	152484	1262682
431	152814	1262138
432	153352	1263295
433	153836	1264008
434	154397	1265352
435	154772	1265160
436	155201	1265410
437	155643	1265757
438	156121	1266394
439	156656	1267490
440	157054	1267474
441	157483	1267704
442	157967	1268377
443	158329	1268062
444	158652	1267435
445	159017	1267152
446	159462	1267494
447	159928	1268002
448	160356	1268206
449	160706	1267793
450	161106	1267776
451	161583	1268356
452	162043	1268804
453	162473	1269013
454	162960	1269657
455	163328	1269374
456	163640	1268661
457	164068	1268840
458	164440	1268591
459	164781	1268101
460	165208	1268268
461	165602	1268182
462	166037	1268409
463	166347	1267685
464	166667	1267032
465	167055	1266899
466	167402	1266453
467	167777	1266218
468	168058	1265278
469	168494	1265498
470	168867	1265248
471	169248	1265064
472	169609	1264722
473	169984	1264485
474	170325	1263994
475	170705	1263791
476	171022	1263126
477	171445	1263242
478	171882	1263460
479	172243	1263120
480	172591	1262682
481	173000	1262688
482	173371	1262418
483	173768	1262335
484	174101	1261785
485	174545	1262044
486	174950	1262011
487	175348	1261937
488	175723	1261690
489	176174	1261984
490	176711	1262890
491	177187	1263364
492	177699	1264080
493	178209	1264782
494	178764	1265797
495	179326	1266854
496	179899	1267980
497	180356	1268286
498	180825	1268674
499	181279	1268955
500	181726	1269185
501	182151	1269256
502	182599	1269485
503	183012	1269466
504	183418	1269401
505	183874	1269679
506	184343	1270042
507	184863	1270751
508	185324	1271059
509	185739	1271042
510	186141	1270932
511	186575	1271044
512	186953	1270774
513	187364	1270723
514	187699	1270162
515	188089	1269969
516	188592	1270534
517	189071	1270942
518	189488	1270925
519	189920	1271005
520	190255	1270440
521	190795	1271238
522	191537	1273375
523	192139	1274574
524	192786	1276061
525	193389	1277255
526	193947	1278139
527	194443	1278614
528	194995	1279447
529	195532	1280185
530	196001	1280472
531	196527	1281121
532	197202	1282740
533	197773	1283672
534	198141	1283288
535	198606	1283530
536	199079	1283823
537	199721	1285199
538	200332	1286368
539	200916	1287354
540	201393	1287652
541	201830	1287690
542	202289	1287872
543	202736	1287970
544	203227	1288349
545	203568	1287778
546	203934	1287358
547	204299	1286936
548	204689	1286673
549	205101	1286546
550	205535	1286554
551	205889	1286065
552	206273	1285758
553	206695	1285691
554	207113	1285597
555	207516	1285408
556	207949	1285404
557	208358	1285253
558	208738	1284918
559	209063	1284244
560	209485	1284169
561	209915	1284147
562	210303	1283859
563	210726	1283785
564	211151	1283726
565	211493	1283157
566	211894	1282951
567	212309	1282827
568	212750	1282859
569	213208	1282992
570	213606	1282758
571	214013	1282582
572	214415	1282375
573	214719	1281581
574	215053	1280970
575	215412	1280508
576	215793	1280173
577	216145	1279673
578	216458	1278936
579	216795	1278345
580	217187	1278077
581	217530	1277523
582	217929	1277299
583	218318	1277012
584	218732	1276876
585	219065	1276261
586	219468	1276058
587	219884	1275930
588	220197	1275202
589	220533	1274610
590	220874	1274044
591	221196	1273372
592	221573	1273019
593	221932	1272560
594	222326	1272305
595	222661	1271711
596	223024	1271278
597	223455	1271229
598	223846	1270955
599	224172	1270308
600	224555	1269990
601	224880	1269343
602	225267	1269041
603	225704	1269027
604	226071	1268617
605	226363	1267784
606	226697	1267187
607	227069	1266809
608	227433	1266379
609	227848	1266238
610	228223	1265874
611	228596	1265499
612	229089	1265783
613	229468	1265437
614	229817	1264932
615	230183	1264512
616	230587	1264308
617	230968	1263974
618	231461	1264249
619	231927	1264380
620	232327	1264143
621	232694	1263731
622	233095	1263504
623	233394	1262726
624	233767	1262347
625	234180	1262180
626	234562	1261848
627	234991	1261767
628	235421	1261695
629	235760	1261133
630	236189	1261048
631	236674	1261265
632	237187	1261630
633	237668	1261818
634	238084	1261660
635	238492	1261462
636	238900	1261259
637	239257	1260790
638	239657	1260545
639	240029	1260155
640	240429	1259909
641	240818	1259610
642	241158	1259050
643	241480	1258396
644	241856	1258027
645	242318	1258105
646	242645	1257483
647	242980	1256896
648	243382	1256663
649	243790	1256460
650	244170	1256109
651	244580	1255915
652	245154	1256558
653	245720	1257155
654	246143	1257024
655	246541	1256760
656	246918	1256392
657	247248	1255779
658	247610	1255335
659	248055	1255311
660	248489	1255228
661	248881	1254934
662	249303	1254792
663	249674	1254389
664	249934	1253433
665	250293	1252972
666	250700	1252752
667	251065	1252322
668	251498	1252231
669	251941	1252185
670	252320	1251824
671	252668	1251310
672	253102	1251223
673	253744	1252155
674	254189	1252119
675	254589	1251856
676	254910	1251206
677	255320	1250992
678	255725	1250758
679	256090	1250325
680	256440	1249815
681	256763	1249183
682	257186	1249028
683	257520	1248449
684	257960	1248379
685	258314	1247893
686	258673	1247432
687	258974	1246689
688	259271	1245931
689	259685	1245739
690	260094	1245518
691	260477	1245175
692	260890	1244971
693	261367	1245074
694	261792	1244924
695	262150	1244462
696	262521	1244060
697	262944	1243898
698	263372	1243766
699	263757	1243429
700	264190	1243316
701	264549	1242856
702	265031	1242969
703	265431	1242703
704	265960	1243033
705	266352	1242725
706	266799	1242675
707	267183	1242327
708	267673	1242473
709	268075	1242207
710	268472	1241919
711	268924	1241885
712	269361	1241782
713	269804	1241703
714	270134	1241107
715	270474	1240558
716	270785	1239871
717	271167	1239514
718	271537	1239100
719	272006	1239139
720	272404	1238855
721	272789	1238511
722	273142	1238018
723	273484	1237478
724	273837	1236987
725	274206	1236572
726	274619	1236355
727	275000	1235990
728	275433	1235860
729	275778	1235336
730	276165	1235001
731	276512	1234485
732	276894	1234126
733	277330	1234009
734	277720	1233682
735	278185	1233694
736	278485	1232968
737	278825	1232424
738	279161	1231862
739	279514	1231374
740	279890	1230987
741	280196	1230296
742	280595	1230012
743	280976	1229649
744	281355	1229278
745	281763	1229034
746	282122	1228572
747	282462	1228033
748	282840	1227657
749	283249	1227414
750	283604	1226937
751	284057	1226886
752	284453	1226588
753	284825	1226182
754	285212	1225847
755	285629	1225639
756	286209	1226125
757	286625	1225909
758	287135	1226094
759	287627	1226200
760	288026	1225911
761	288401	1225517
762	288740	1224970
763	289154	1224743
764	289601	1224653
765	290101	1224788
766	290582	1224840
767	290996	1224611
768	291396	1224319
769	291797	1224035
770	292169	1223625
771	292595	1223443
772	292952	1222972
773	293308	1222499
774	293697	1222161
775	294208	1222330
776	294587	1221950
777	294924	1221394
778	295275	1220901
779	295656	1220531
780	296074	1220310
781	296410	1219756
782	296841	1219590
783	297175	1219026
784	297533	1218560
785	297877	1218039
786	298259	1217670
787	298603	1217148
788	298940	1216598
789	299237	1215890
790	299495	1215021
791	299748	1214134
792	300032	1213370
793	300289	1212504
794	300522	1211538
795	300856	1210985
796	301123	1210161
797	301427	1209486
798	301834	1209226
799	302214	1208857
800	302524	1208209
801	302887	1207771
802	303230	1207258
803	303606	1206875
804	304099	1206952
805	304461	1206514
806	304857	1206208
807	305227	1205800
808	305558	1205238
809	305888	1204673
810	306218	1204106
811	306632	1203872
812	307049	1203648
813	307354	1202985
814	307642	1202257
815	307962	1201657
816	308296	1201110
817	308614	1200502
818	308897	1199757
819	309216	1199157
820	309536	1198558
821	309836	1197883
822	310083	1197004
823	310376	1196304
824	310711	1195769
825	311041	1195212
826	311441	1194924
827	311783	1194417
828	312134	1193942
829	312551	1193719
830	312962	1193473
831	313361	1193182
832	313698	1192658
833	314062	1192232
834	314442	1191870
835	314788	1191375
836	315125	1190851
837	315489	1190428
838	315848	1189983
839	316191	1189480
840	316607	1189254
841	316965	1188810
842	317279	1188197
843	317596	1187598
844	317861	1186808
845	318117	1185982
846	318398	1185252
847	318697	1184592
848	318958	1183791
849	319240	1183069
850	319532	1182382
851	319819	1181681
852	320088	1180910
853	320395	1180287
854	320675	1179561
855	320966	1178876
856	321235	1178112
857	321570	1177593
858	321871	1176949
859	322140	1176187
860	322455	1175595
861	322751	1174933
862	323028	1174208
863	323282	1173394
864	323565	1172690
865	323860	1172031
866	324150	1171355
867	324403	1170541
868	324700	1169894
869	324984	1169197
870	325327	1168712
871	325647	1168147
872	325937	1167475
873	326173	1166611
874	326492	1166045
875	326802	1165445
876	327113	1164853
877	327427	1164267
878	327683	1163482
879	327968	1162795
880	328244	1162081
881	328514	1161348
882	328743	1160466
883	328987	1159644
884	329261	1158926
885	329540	1158225
886	329792	1157434
887	330027	1156583
888	330295	1155849
889	330543	1155043
890	330810	1154310
891	331072	1153556
892	331382	1152972
893	331688	1152374
894	331991	1151770
895	332331	1151292
896	332689	1150874
897	333012	1150339
898	333284	1149628
899	333646	1149227
900	333975	1148712
901	334283	1148127
902	334679	1147844
903	335031	1147407
904	335326	1146780
905	335650	1146250
906	335974	1145719
907	336307	1145223
908	336687	1144884
909	337014	1144367
910	337346	1143869
911	337727	1143532
912	338089	1143135
913	338401	1142569
914	338785	1142243
915	339163	1141898
916	339491	1141386
917	339887	1141104
918	340205	1140558
919	340513	1139978
920	340823	1139409
921	341169	1138957
922	341512	1138498
923	341824	1137936
924	342102	1137259
925	342458	1136842
926	342832	1136486
927	343092	1135754
928	343420	1135248
929	343660	1134450
930	343924	1133732
931	344228	1133147
932	344607	1132810
933	344872	1132098
934	345096	1131250
935	345316	1130393
936	345580	1129683
937	345840	1128959
938	346134	1128345
939	346376	1127567
940	346655	1126907
941	346902	1126145
942	347174	1125465
943	347411	1124671
944	347654	1123898
945	347902	1123142
946	348213	1122593
947	348509	1121994
948	348772	1121289
949	349010	1120506
950	349259	1119761
951	349531	1119087
952	349847	1118558
953	350127	1117913
954	350421	1117311
955	350731	1116765
956	350991	1116057
957	351259	1115378
958	351566	1114821
959	351826	1114116
960	352058	1113326
961	352388	1112845
962	352686	1112261
963	352983	1111678
964	353219	1110902
965	353535	1110380
966	353820	1109758
967	354152	1109287
968	354418	1108608
969	354702	1107987
970	354939	1107219
971	355272	1106755
972	355488	1105924
973	355788	1105355
974	356054	1104682
975	356404	1104269
976	356673	1103606
977	356942	1102943
978	357252	1102409
979	357607	1102014
980	357886	1101384
981	358212	1100901
982	358492	1100276
983	358754	1099598
984	359109	1099203
985	359445	1098750
986	359846	1098499
987	360250	1098254
988	360677	1098077
989	361054	1097750
990	361402	1097337
991	361828	1097157
992	362194	1096797
993	362682	1096803
994	363326	1097283
995	363731	1097038
996	364141	1096808
997	364547	1096563
998	364956	1096331
999	365456	1096369
1000	365980	1096480
1001	366397	1096267
1002	366892	1096287
1003	367318	1096101
1004	367745	1095917
1005	368135	1095623
1006	368453	1095116
1007	368912	1095026
1008	369329	1094810
1009	369729	1094544
1010	370177	1094423
1011	370575	1094148
1012	370975	1093883
1013	371350	1093543
1014	371770	1093334
1015	372212	1093190
1016	372596	1092875
1017	372988	1092585
1018	373449	1092495
1019	373903	1092384
1020	374359	1092277
1021	374788	1092094
1022	375183	1091808
1023	375579	1091527
1024	376028	1091400
1025	376391	1091021
1026	376782	1090724
1027	377204	1090517
1028	377717	1090572
1029	378194	1090521
1030	378649	1090408
1031	379072	1090200
1032	379499	1090006
1033	379944	1089860
1034	380287	1089422
1035	380738	1089293
1036	381210	1089224
1037	381623	1088987
1038	381929	1088443
1039	382431	1088457
1040	382921	1088437
1041	383393	1088366
1042	383825	1088181
1043	384220	1087887
1044	384592	1087531
1045	384933	1087088
1046	385374	1086924
1047	385786	1086681
1048	386248	1086576
1049	386698	1086438
1050	387157	1086325
1051	387597	1086157
1052	388057	1086043
1053	388502	1085890
1054	388898	1085597
1055	389287	1085286
1056	389766	1085226
1057	390166	1084943
1058	390562	1084649
1059	391029	1084552
1060	391409	1084215
1061	391848	1084040
1062	392262	1083795
1063	392615	1083382
1064	392971	1082977
1065	393338	1082603
1066	393765	1082393
1067	394186	1082168
1068	394585	1081879
1069	394935	1081457
1070	395492	1081603
1071	395812	1081099
1072	396204	1080791
1073	396648	1080626
1074	397258	1080912
1075	398005	1081567
1076	398739	1082187
1077	399300	1082334
1078	399896	1082574
1079	400345	1082415
1080	400948	1082670
1081	401458	1082676
1082	402043	1082882
1083	402547	1082868
1084	403110	1083010
1085	403600	1082958
1086	403974	1082592
1087	404419	1082417
1088	404891	1082312
1089	405346	1082164
1090	405713	1081779
1091	406101	1081450
1092	406526	1081219
1093	406918	1080900
1094	407250	1080422
1095	407565	1079899
1096	407933	1079517
1097	408361	1079293
1098	408722	1078892
1099	409088	1078504
1100	409393	1077956
1101	410013	1078237
1102	410557	1078318
1103	410943	1077981
1104	411396	1077821
1105	411857	1077680
1106	412138	1077069
1107	412520	1076723
1108	412978	1076574
1109	413308	1076090
1110	413662	1075670
1111	413974	1075141
1112	414386	1074871
1113	414791	1074586
1114	415136	1074142
1115	415426	1073557
1116	415788	1073158
1117	416176	1072827
1118	416549	1072455
1119	416928	1072103
1120	417412	1072016
1121	417774	1071617
1122	418148	1071249
1123	418484	1070783
1124	418862	1070426
1125	419244	1070077
1126	419592	1069645
1127	420000	1069364
1128	420372	1068988
1129	420731	1068582
1130	421106	1068218
1131	421656	1068296
1132	422115	1068141
1133	422507	1067819
1134	422918	1067543
1135	423360	1067345
1136	423734	1066977
1137	424042	1066440
1138	424452	1066162
1139	424886	1065943
1140	425206	1065437
1141	425502	1064874
1142	425878	1064510
1143	426233	1064094
1144	426650	1063830
1145	426973	1063336
1146	427322	1062905
1147	427708	1062565
1148	428091	1062217
1149	428482	1061890
1150	428844	1061491
1151	429249	1061200
1152	429575	1060713
1153	430012	1060499
1154	430481	1060362
1155	430885	1060066
1156	431215	1059590
1157	431685	1059456
1158	432122	1059241
1159	432583	1059084
1160	432990	1058793
1161	433359	1058410
1162	433810	1058229
1163	434222	1057951
1164	434613	1057622
1165	435050	1057404
1166	435422	1057027
1167	435766	1056584
1168	436082	1056074
1169	436484	1055770
1170	436854	1055390
1171	437255	1055084
1172	437576	1054586
1173	437998	1054330
1174	438384	1053988
1175	438781	1053671
1176	439231	1053483
1177	439575	1053041
1178	439969	1052717
1179	440315	1052280
1180	440641	1051793
1181	441077	1051571
1182	441475	1051255
1183	441963	1051155
1184	442319	1050741
1185	442690	1050362
1186	443054	1049968
1187	443545	1049873
1188	443989	1049667
1189	444385	1049347
1190	444766	1048992
1191	445082	1048481
1192	445404	1047989
1193	445817	1047708
1194	446265	1047509
1195	446718	1047322
1196	447153	1047093
1197	447570	1046821
1198	447945	1046451
1199	448370	1046198
1200	448703	1045730
1201	449071	1045343
1202	449590	1045306
1203	449934	1044865
1204	450328	1044536
1205	450673	1044097
1206	451165	1043998
1207	451569	1043694
1208	452011	1043478
1209	452290	1042885
1210	452670	1042525
1211	453127	1042343
1212	453520	1042013
1213	453922	1041702
1214	454350	1041454
1215	454819	1041297
1216	455249	1041051
1217	455646	1040729
1218	456018	1040350
1219	456453	1040116
1220	456848	1039789
1221	457294	1039577
1222	457646	1039152
1223	458140	1039050
1224	458652	1038987
1225	459173	1038944
1226	459606	1038703
1227	460018	1038413
1228	460459	1038188
1229	460934	1038039
1230	461455	1037994
1231	461863	1037693
1232	462265	1037380
1233	462615	1036947
1234	463089	1036796
1235	463562	1036640
1236	463852	1036074
1237	464254	1035758
1238	464616	1035355
1239	465038	1035085
1240	465324	1034513
1241	465673	1034080
1242	466013	1033626
1243	466353	1033175
1244	466676	1032685
1245	466949	1032086
1246	467268	1031587
1247	467553	1031015
1248	467850	1030470
1249	468123	1029871
1250	468375	1029227
1251	468676	1028692
1252	468985	1028173
1253	469303	1027677
1254	469606	1027146
1255	469931	1026664
1256	470250	1026171
1257	470577	1025694
1258	470878	1025161
1259	471178	1024626
1260	471514	1024169
1261	471825	1023660
1262	472159	1023199
1263	472420	1022580
1264	472674	1021947
1265	472935	1021332
1266	473251	1020833
1267	473589	1020384
1268	473919	1019916
1269	474227	1019402
1270	474538	1018894
1271	474840	1018368
1272	475144	1017846
1273	475440	1017307
1274	475731	1016759
1275	475987	1016135
1276	476276	1015583
1277	476566	1015034
1278	476869	1014512
1279	477153	1013952
1280	477486	1013492
1281	477802	1013001
1282	478089	1012447
1283	478388	1011918
1284	478639	1011289
1285	478928	1010740
1286	479237	1010233
1287	479493	1009615
1288	479803	1009112
1289	480138	1008662
1290	480443	1008150
1291	480687	1007509
1292	480966	1006942
1293	481265	1006417
1294	481589	1005945
1295	481888	1005421
1296	482191	1004906
1297	482426	1004249
1298	482706	1003688
1299	483016	1003187
1300	483327	1002690
1301	483599	1002113
1302	483851	1001494
1303	484071	1000810
1304	484345	1000238
1305	484652	999734
1306	484884	999077
1307	485192	998576
1308	485459	997991
1309	485777	997512
1310	486068	996978
1311	486327	996377
1312	486618	995845
1313	486896	995284
1314	487196	994769
1315	487501	994266
1316	487837	993824
1317	488124	993284
1318	488357	992636
1319	488645	992097
1320	488882	991457
1321	489173	990928
1322	489475	990419
1323	489749	989857
1324	490055	989356
1325	490408	988954
1326	490694	988415
1327	490972	987860
1328	491241	987288
1329	491488	986672
1330	491818	986223
1331	492080	985638
1332	492349	985069
1333	492636	984533
1334	492910	983975
1335	493178	983404
1336	493505	982950
1337	493735	982304
1338	494041	981810
1339	494347	981317
1340	494726	980967
1341	495009	980428
1342	495311	979926
1343	495465	979134
1344	495746	978592
1345	496047	978090
1346	496312	977517
1347	496566	976923
1348	496862	976414
1349	497165	975918
1350	497446	975377
1351	497721	974826
1352	498019	974321
1353	498317	973816
1354	498635	973351
1355	498919	972819
1356	499228	972337
1357	499520	971821
1358	499787	971257
1359	500096	970775
1360	500412	970307
1361	500687	969760
1362	500945	969180
1363	501161	968519
1364	501518	968133
1365	501777	967557
1366	502037	966983
1367	502362	966534
1368	502653	966020
1369	502941	965500
1370	503220	964963
1371	503518	964465
1372	503802	963938
1373	504108	963456
1374	504398	962942
1375	504713	962477
1376	504971	961903
1377	505274	961414
1378	505562	960897
1379	505852	960386
1380	506110	959814
1381	506460	959416
1382	506791	958983
1383	507128	958560
1384	507380	957977
1385	507672	957472
1386	507969	956975
1387	508236	956421
1388	508497	955858
1389	508793	955360
1390	509074	954835
1391	509353	954306
1392	509731	953962
1393	510070	953546
1394	510438	953183
1395	510770	952755
1396	511054	952237
1397	511392	951820
1398	511686	951319
1399	511949	950764
1400	512264	950302
1401	512562	949813
1402	512805	949220
1403	513065	948659
1404	513318	948085
1405	513632	947625
1406	513930	947137
1407	514197	946591
1408	514497	946105
1409	514828	945678
1410	515092	945126
1411	515414	944683
1412	515668	944114
1413	515951	943600
1414	516243	943101
1415	516510	942559
1416	516740	941947
1417	517012	941415
1418	517288	940888
1419	517585	940402
1420	517918	939979
1421	518192	939451
1422	518485	938957
1423	518787	938480
1424	519072	937972
1425	519356	937463
1426	519648	936970
1427	519953	936499
1428	520211	935944
1429	520524	935488
1430	520823	935008
1431	521068	934430
1432	521329	933881
1433	521558	933277
1434	521856	932796
1435	522160	932325
1436	522442	931816
1437	522758	931367
1438	523026	930834
1439	523394	930479
1440	523646	929916
1441	523917	929390
1442	524237	928950
1443	524526	928456
1444	524803	927939
1445	525114	927485
1446	525386	926960
1447	525670	926457
1448	525925	925903
1449	526139	925280
1450	526443	924813
1451	526807	924452
1452	527113	923990
1453	527409	923511
1454	527674	922977
1455	527957	922474
1456	528244	921980
1457	528540	921502
1458	528865	921074
1459	529147	920571
1460	529462	920126
1461	529742	919621
1462	530036	919140
1463	530353	918700
1464	530662	918244
1465	530979	917804
1466	531272	917323
1467	531578	916865
1468	531836	916322
1469	532115	915817
1470	532395	915314
1471	532684	914827
1472	533003	914391
1473	533256	913844
1474	533546	913359
1475	533796	912806
1476	534068	912291
1477	534323	911748
1478	534613	911265
1479	534901	910777
1480	535136	910201
1481	535437	909737
1482	535774	909334
1483	536072	908867
1484	536399	908446
1485	536664	907924
1486	536933	907406
1487	537211	906904
1488	537475	906381
1489	537755	905883
1490	538063	905432
1491	538343	904936
1492	538666	904511
1493	538964	904046
1494	539253	903565
1495	539504	903020
1496	539813	902573
1497	540115	902115
1498	540439	901694
1499	540740	901234
1500	541042	900776
1501	541330	900295
1502	541658	899880
1503	541959	899422
1504	542223	898902
1505	542514	898427
1506	542767	897889
1507	543057	897413
1508	543352	896945
1509	543670	896516
1510	543914	895965
1511	544208	895497
1512	544470	894976
1513	544773	894523
1514	545030	893993
1515	545296	893479
1516	545514	892888
1517	545773	892364
1518	546013	891810
1519	546301	891334
1520	546609	890890
1521	546888	890401
1522	547170	889914
1523	547510	889525
1524	547780	889020
1525	548068	888545
1526	548357	888073
1527	548651	887608
1528	548980	887201
1529	549262	886718
1530	549514	886186
1531	549777	885672
