iter	RMSE
0	0.1619972283
1	0.1550652238
2	0.1471467184
3	0.1399191248
4	0.1327970053
5	0.1265868473
6	0.1211066727
7	0.1157723653
8	0.1113895691
9	0.1074713543
10	0.1038830737
11	0.1000458703
12	0.0967944129
13	0.09460737652
14	0.09146764424
15	0.08872372496
16	0.08631965384
17	0.08390248613
18	0.0819189571
19	0.08044207258
20	0.07854520834
21	0.07690275366
22	0.0755064093
23	0.07383587908
24	0.0727018977
25	0.07133835669
26	0.07024005241
27	0.06900438073
28	0.06792867652
29	0.0669943139
30	0.06626930631
31	0.0655348535
32	0.06479631522
33	0.06374147831
34	0.06295292684
35	0.0620839026
36	0.0612723357
37	0.0606258956
38	0.05988466399
39	0.05930960705
40	0.05868525971
41	0.05810184364
42	0.05729640913
43	0.05683836432
44	0.05633290891
45	0.0559372006
46	0.05545561821
47	0.05501028088
48	0.05454412565
49	0.0541403652
50	0.05375782784
51	0.05342907733
52	0.05295682424
53	0.05266452585
54	0.0523757404
55	0.05211179776
56	0.0517840738
57	0.05136266026
58	0.05111583592
59	0.0507728991
60	0.05044535875
61	0.0501757019
62	0.04989611672
63	0.04967648363
64	0.04944244818
65	0.04910110376
66	0.04879702847
67	0.04846397487
68	0.04818340213
69	0.0478688853
70	0.04754353046
71	0.04728058296
72	0.04687702016
73	0.0465473546
74	0.04629720414
75	0.04600885463
76	0.04576464309
77	0.04559536981
78	0.04521716264
79	0.04495884033
80	0.04472749664
81	0.04442277841
82	0.04420017391
83	0.04395218736
84	0.04375346459
85	0.04354388405
86	0.04340473299
87	0.04310238989
88	0.04282625617
89	0.04269951281
90	0.04252983741
91	0.04233672332
92	0.0420143979
93	0.04164403584
94	0.04158683899
95	0.04146391093
96	0.0411784166
97	0.04098238681
98	0.04079370538
99	0.04069659557
100	0.04039852604
101	0.04015982429
102	0.03993652463
103	0.03983732551
104	0.0395625219
105	0.03944839428
106	0.03922758304
107	0.03910205215
108	0.03904020318
109	0.03891603144
110	0.03874330816
111	0.03853988461
112	0.03832320179
113	0.03823558192
114	0.0381588605
115	0.03796353446
116	0.03777514443
117	0.03773943785
118	0.03763532468
119	0.03740942729
120	0.0372424061
121	0.03717844335
122	0.03701971771
123	0.03687804306
124	0.03685713159
125	0.03683241357
126	0.03679037773
127	0.03656428994
128	0.03654754912
129	0.03644366746
130	0.03632105446
131	0.03615432062
132	0.0361304566
133	0.03609761284
134	0.03608036615
135	0.03588799567
136	0.03581091239
137	0.03553016533
138	0.0353425253
139	0.03515010019
140	0.03498746841
141	0.03496569115
142	0.034841767
143	0.03482128197
144	0.03477448394
145	0.03463015517
146	0.03459099887
147	0.03457856633
148	0.03455454045
149	0.03446613283
150	0.03427743517
151	0.03420046391
152	0.03401919336
153	0.03400603505
154	0.03396824261
155	0.03380495302
156	0.03374666388
157	0.03358947622
158	0.033395376
159	0.03317663502
160	0.03309082949
161	0.0330748845
162	0.03295817288
163	0.03292543651
164	0.03280148354
165	0.03266000787
166	0.0325382856
167	0.03242605745
168	0.03232977177
169	0.03223781164
170	0.03214766354
171	0.03202997088
172	0.03188588878
173	0.03172861745
174	0.03168131714
175	0.03150485468
176	0.03147332801
177	0.03136540543
178	0.03135163863
179	0.0312594821
180	0.03124586885
181	0.03107116636
182	0.03094659201
183	0.03084740378
184	0.030773305
185	0.0306996003
186	0.03057575453
187	0.03038565052
188	0.03028589753
189	0.03019803617
190	0.03012060491
191	0.02996793517
192	0.0299501417
193	0.02978658553
194	0.02966246002
195	0.02952374229
196	0.02950516288
197	0.02937944674
198	0.02920233766
199	0.02914550611
200	0.02913558401
201	0.02912644351
202	0.02906182259
203	0.02905454692
204	0.02899159714
205	0.02886112013
206	0.02884722314
207	0.02881098489
208	0.02880437626
209	0.02869611186
210	0.02861182742
211	0.02853328556
212	0.02845085119
213	0.02837459479
214	0.0282280878
215	0.02811262381
216	0.02810718496
217	0.02802915946
218	0.02801940024
219	0.02792742
220	0.02781509358
221	0.0277172932
222	0.02759871584
223	0.02746525036
224	0.02731467457
225	0.02730997671
226	0.02720440896
227	0.02717162286
228	0.02706754489
229	0.02705797731
230	0.02691833813
231	0.02689206228
232	0.02675721616
233	0.02674502208
234	0.02659828464
235	0.02646873519
236	0.02633692104
237	0.02625077592
238	0.02622718176
239	0.0260567917
240	0.02605215344
241	0.02597495623
242	0.02586935269
243	0.02586314327
244	0.0258578584
245	0.02584752143
246	0.02574070705
247	0.02561460707
248	0.02550159167
249	0.02534942297
250	0.02533852623
251	0.02532594802
252	0.02517137753
253	0.02510937567
254	0.02502871219
255	0.02501857213
256	0.02496591684
257	0.02482654267
258	0.0248198849
259	0.02478033879
260	0.02476402662
261	0.0246741929
262	0.02457822886
263	0.02442148961
264	0.02437257033
265	0.0243429414
266	0.02425979503
267	0.02425218305
268	0.02424143973
269	0.02407921032
270	0.02403913709
271	0.02391620868
272	0.02387857324
273	0.0238209761
274	0.0237721984
275	0.02368863511
276	0.02364591447
277	0.02349952094
278	0.02339812174
279	0.02330462645
280	0.0232554732
281	0.02316384328
282	0.0231572132
283	0.02312181064
284	0.02308758654
285	0.02296254069
286	0.02285305912
287	0.02285005307
288	0.02284768643
289	0.022820854
290	0.02281351046
291	0.02280396428
292	0.02277394518
293	0.02269854715
294	0.02257882337
295	0.02256389989
296	0.02255299209
297	0.02243753672
298	0.02232507913
299	0.02231182406
300	0.02224624324
301	0.0222428222
302	0.02211449254
303	0.02203508001
304	0.02192203724
305	0.02186084046
306	0.02185471303
307	0.02183363815
308	0.02180755463
309	0.02178793404
310	0.02165379157
311	0.02163629403
312	0.02161980179
313	0.02158927857
314	0.0214824143
315	0.02140829031
316	0.02135070339
317	0.0212326671
318	0.02121826651
319	0.02115692525
320	0.02115163011
321	0.02114632361
322	0.02107732996
323	0.0210018268
324	0.02098973297
325	0.02098251347
326	0.02091609382
327	0.0208319802
328	0.02073870286
329	0.02066126528
330	0.0206170935
331	0.02058411305
332	0.02058070764
333	0.02056506176
334	0.02050667834
335	0.02045643324
336	0.0204219984
337	0.02040989164
338	0.0203805459
339	0.02033357275
340	0.02032445857
341	0.0202870195
342	0.02027195652
343	0.02016626885
344	0.02007574372
345	0.02006474998
346	0.01995425119
347	0.01995082868
348	0.01985910787
349	0.01978358667
350	0.01975480957
351	0.01965333232
352	0.01964881301
353	0.01962360995
354	0.01958704717
355	0.01957675988
356	0.01957381355
357	0.01952080822
358	0.01951566518
359	0.01948288265
360	0.01947814618
361	0.0193961622
362	0.01938254414
363	0.01937784707
364	0.0193623793
365	0.0193583254
366	0.01935485821
367	0.0193350826
368	0.01925713683
369	0.01924672893
370	0.01918335389
371	0.01917939718
372	0.01917668659
373	0.01914300276
374	0.01907199847
375	0.01906670416
376	0.01900382159
377	0.01899737858
378	0.01894382672
379	0.01888029991
380	0.01884605933
381	0.0188444615
382	0.01878512154
383	0.01875533062
384	0.01870034923
385	0.01862249809
386	0.01851192363
387	0.01841104663
388	0.01833509681
389	0.01827443559
390	0.01826420558
391	0.01820171183
392	0.01818280105
393	0.01817261616
394	0.01807813172
395	0.01805329374
396	0.0180396028
397	0.01796907562
398	0.01796562837
399	0.0179241865
400	0.01783440941
401	0.01782704278
402	0.01781754941
403	0.01780305551
404	0.01778983298
405	0.0177163453
406	0.01764998701
407	0.01760308663
408	0.01759476061
409	0.01751628215
410	0.01742915133
411	0.01737792763
412	0.01729924947
413	0.0172833162
414	0.01723064772
415	0.01717411279
416	0.01716708008
417	0.01707478044
418	0.01707130572
419	0.0170494382
420	0.01697617494
421	0.01693961928
422	0.016931973
423	0.01689747879
424	0.01689400879
425	0.01688515765
426	0.01683531984
427	0.01682933754
428	0.01678376374
429	0.01670627883
430	0.01669853447
431	0.01669511403
432	0.01667234899
433	0.01666959539
434	0.01666230892
435	0.01662397183
436	0.01655036112
437	0.01646918968
438	0.01646278463
439	0.01644246637
440	0.01640009945
441	0.01638789455
442	0.01638043678
443	0.01637722535
444	0.01628835036
445	0.01625816101
446	0.01623810246
447	0.01622936422
448	0.01621639223
449	0.01619754167
450	0.0161643297
451	0.01611991218
452	0.01610433157
453	0.01605810724
454	0.01605016453
455	0.01599969648
456	0.01599343091
457	0.01599138135
458	0.01599032234
459	0.01598562645
460	0.01597726783
461	0.01597297722
462	0.01596861903
463	0.01595367748
464	0.01587492325
465	0.01578266951
466	0.01575457278
467	0.015748044
468	0.01574435646
469	0.0157137086
470	0.01566672108
471	0.01564390047
472	0.0155913053
473	0.0155852446
474	0.01551673654
475	0.01550994049
476	0.01550783305
477	0.01548697626
478	0.01548053954
479	0.01547444601
480	0.01539761901
481	0.01535428765
482	0.01535198856
483	0.01530885425
484	0.01524838405
485	0.01523525555
486	0.01519539782
487	0.01514928325
488	0.0151089148
489	0.01510144893
490	0.01509885313
491	0.01502405232
492	0.01494041134
493	0.01489335724
494	0.01479067611
495	0.01478705397
496	0.01475728138
497	0.01470309855
498	0.01470215307
499	0.01467121837
500	0.01459036429
501	0.01458236314
502	0.01456028719
503	0.01447970498
504	0.01441739782
505	0.01439528692
506	0.01437833537
507	0.01435171067
508	0.0143073967
509	0.01423747234
510	0.01423011778
511	0.01421067494
512	0.01420508937
513	0.01420102354
514	0.01415932715
515	0.01414613399
516	0.01410324144
517	0.0140938338
518	0.01409091487
519	0.01406726074
520	0.01403072804
521	0.01395500655
522	0.01395285592
523	0.01394700313
524	0.01388975503
525	0.01387114641
526	0.01386088451
527	0.01382893521
528	0.01382625105
529	0.01379118425
530	0.01374046901
531	0.01369500081
532	0.01363561581
533	0.01363385581
534	0.01359846142
535	0.01356721313
536	0.01351827842
537	0.0134750753
538	0.01343561068
539	0.01342887946
540	0.01339521507
541	0.01333038312
542	0.01332859228
543	0.01329119365
544	0.01328920457
545	0.01323344812
546	0.01319590945
547	0.01313199444
548	0.01312752022
549	0.01310774086
550	0.01310579594
551	0.01304842888
552	0.01299881277
553	0.01293568942
554	0.01290381299
555	0.01289535802
556	0.01285933722
557	0.01285401046
558	0.0128524514
559	0.01278139645
560	0.0127759987
561	0.01274174458
562	0.01273417495
563	0.01272812632
564	0.01272444468
565	0.01268660286
566	0.01266303971
567	0.01265704825
568	0.01260183763
569	0.01259737284
570	0.01255616219
571	0.01254325867
572	0.01253108988
573	0.0124937158
574	0.0124447935
575	0.01240478044
576	0.01239636249
577	0.0123274245
578	0.01229820077
579	0.01224789407
580	0.01221019512
581	0.0122083681
582	0.01220102359
583	0.01219623763
584	0.01219432204
585	0.01216689711
586	0.0121649704
587	0.01213786042
588	0.01209795646
589	0.01204192588
590	0.01201730902
591	0.01200837436
592	0.01197203647
593	0.01194115942
594	0.01192192796
595	0.01188699276
596	0.011880818
597	0.01187496091
598	0.01183629708
599	0.01178195742
600	0.01173571595
601	0.01170915495
602	0.01170489012
603	0.01170194906
604	0.0116928725
605	0.01165117921
606	0.01158723509
607	0.01157709533
608	0.01157597281
609	0.01156783073
610	0.01153280335
611	0.01152299824
612	0.01151825584
613	0.01151585492
614	0.01149686159
615	0.01149301247
616	0.01145785623
617	0.01145126161
618	0.01140912811
619	0.0113812316
620	0.01133491911
621	0.01131469532
622	0.01131138786
623	0.01128483647
624	0.01126023738
625	0.01121131259
626	0.01117491512
627	0.01116180427
628	0.01115701307
629	0.01110499713
630	0.01110183369
631	0.01110073603
632	0.01109346534
633	0.01109071975
634	0.01108483287
635	0.01105578804
636	0.01101258035
637	0.01097463007
638	0.01097234511
639	0.01096564238
640	0.01091542575
641	0.01087588412
642	0.01086712013
643	0.01086509209
644	0.01082894661
645	0.01081029111
646	0.01075319927
647	0.01074367172
648	0.01074269994
649	0.01074005097
650	0.01071411399
651	0.01065887478
652	0.01061002021
653	0.01056018334
654	0.01055792266
655	0.01054074799
656	0.01053779572
657	0.01049414137
658	0.01047690659
659	0.01046074964
660	0.01044429472
661	0.01042926634
662	0.01042772353
663	0.01038734121
664	0.01035208591
665	0.01034749117
666	0.01030735344
667	0.01026780043
668	0.01026117271
669	0.01024177219
670	0.01021081754
671	0.01018831137
672	0.0101747353
673	0.01015391467
674	0.01014063924
675	0.01013322899
676	0.01007764113
677	0.0100349364
678	0.01001339342
679	0.00997782661
680	0.009945379801
681	0.009899242844
682	0.009897911641
683	0.009870318659
684	0.009865777943
685	0.009846027434
686	0.009816644357
687	0.009802713237
688	0.0097932579
689	0.009787760606
690	0.009786622048
691	0.009778614053
692	0.009772330319
693	0.009769692947
694	0.009766132804
695	0.0097520748
696	0.00974030645
697	0.009727350502
698	0.009703124693
699	0.009668282241
700	0.00966558521
701	0.009653996902
702	0.009643693423
703	0.009598623066
704	0.009593002267
705	0.009565244913
706	0.009559298843
707	0.009555526934
708	0.009528939184
709	0.009490726324
710	0.00945032345
711	0.009447016292
712	0.009440595623
713	0.009435289234
714	0.009402455057
715	0.009397829899
716	0.009363445806
717	0.009360575642
718	0.009344853092
719	0.009335495033
720	0.009329242871
721	0.00928530621
